,0,1,2,3,4,5,6,7,8,9,10,11
0,1640984400000,45873.21,46512.32,45750.00,46313.36,14059.734,1640987999999,648426828.84159,128106,7952.991,366928169.05569,0
1,1640988000000,46313.36,46558.39,46219.32,46298.11,7150.272,1640991599999,331727368.74904,77699,3342.791,155104356.69072,0
2,1640991600000,46298.12,46508.15,46127.85,46210.56,5416.188,1640995199999,251092382.89679,56692,2656.732,123219261.55928,0
3,1640995200000,46210.57,46729.73,46210.55,46650.01,8957.465,1640998799999,416444814.26569,91267,4777.701,222129624.36157,0
4,1640998800000,46650.00,46944.56,46570.34,46766.78,7276.249,1641002399999,340380570.81459,73308,3689.837,172618899.69687,0
5,1641002400000,46767.44,46917.87,46709.44,46796.14,4478.713,1641005999999,209685983.32128,46403,2103.345,98487220.40720,0
6,1641006000000,46796.15,46888.00,46746.32,46789.56,4208.992,1641009599999,197079681.69312,39070,1928.027,90284098.22469,0
7,1641009600000,46789.55,46868.74,46605.00,46690.81,6149.298,1641013199999,287229210.68994,63606,2855.818,133405465.06087,0
8,1641013200000,46690.81,47566.66,46657.99,47184.18,14988.008,1641016799999,708047313.17553,143532,8193.570,386931696.72681,0
9,1641016800000,47184.19,47314.40,46914.84,46972.19,7474.840,1641020399999,352269561.13300,67979,3343.354,157600895.17479,0
10,1641020400000,46972.19,47247.44,46867.00,47186.83,6227.873,1641023999999,292936111.00053,61729,3478.601,163677285.82538,0
11,1641024000000,47186.83,47338.00,47060.74,47117.84,6294.515,1641027599999,297052698.37432,63154,3149.875,148669854.05999,0
12,1641027600000,47118.78,47200.00,46920.02,47137.37,5512.434,1641031199999,259413321.38537,61596,2654.172,124913145.40701,0
13,1641031200000,47137.01,47293.76,46700.09,46864.09,11859.238,1641034799999,556817130.44292,116532,5498.752,258247611.32864,0
14,1641034800000,46867.57,47003.92,46750.00,46755.01,5755.100,1641038399999,269873847.75194,66254,2745.393,128762806.56585,0
15,1641038400000,46755.01,47148.00,46755.01,47062.37,6002.673,1641041999999,282054454.11348,69332,3280.959,154162658.86416,0
16,1641042000000,47062.37,47200.00,46907.65,47005.55,5855.182,1641045599999,275464587.71129,62060,2589.425,121858091.34821,0
17,1641045600000,47005.55,47105.19,46830.23,46909.20,5335.895,1641049199999,250553858.46005,57202,2595.603,121893730.89559,0
18,1641049200000,46909.20,47488.64,46860.20,47194.78,11099.980,1641052799999,524149494.41732,114811,5853.755,276418647.21555,0
19,1641052800000,47194.77,47500.00,47157.59,47249.99,8978.195,1641056399999,425160916.28585,102216,4302.957,203773416.54140,0
20,1641056400000,47250.00,47943.77,47220.03,47733.16,13824.724,1641059999999,658748554.72755,144040,7277.957,346694733.46430,0
21,1641060000000,47733.16,47832.04,47400.44,47546.74,9854.730,1641063599999,468936962.76422,91829,4504.064,214384380.99707,0
22,1641063600000,47546.74,47603.90,47278.67,47326.98,5808.847,1641067199999,275307014.76965,62929,2847.100,134923235.15419,0
23,1641067200000,47326.99,47549.98,47223.00,47385.22,5905.027,1641070799999,279885456.88259,61971,2939.273,139324067.88691,0
24,1641070800000,47385.21,47533.59,47262.48,47322.20,5161.124,1641074399999,244636718.13224,47957,2895.982,137285552.62857,0
25,1641074400000,47322.19,47484.48,47202.47,47428.16,4628.942,1641077999999,219242035.62439,41729,2287.980,108371744.92161,0
26,1641078000000,47428.17,47813.43,47267.08,47704.35,7795.540,1641081599999,370462363.72043,72592,4192.719,199288778.20046,0
27,1641081600000,47704.35,47745.61,47352.58,47622.14,8231.279,1641085199999,391560234.07332,72120,3957.364,188246635.24442,0
28,1641085200000,47622.14,47633.11,47312.99,47381.21,4396.838,1641088799999,208596271.89121,49031,2099.249,99591904.95703,0
29,1641088800000,47381.21,47454.65,47282.50,47374.28,4189.093,1641092399999,198452328.23520,50374,2150.494,101887286.30228,0
30,1641092400000,47374.29,47470.00,47263.28,47330.75,4022.971,1641095999999,190488676.94860,43848,1904.813,90200463.00254,0
31,1641096000000,47330.76,47418.65,46749.99,46902.11,13039.814,1641099599999,613523563.56306,108795,5479.212,257829428.75259,0
32,1641099600000,46903.89,47091.58,46821.92,47077.70,7534.557,1641103199999,353803850.84919,66910,4315.061,202658010.76061,0
33,1641103200000,47076.58,47250.00,47005.30,47122.49,5991.521,1641106799999,282322283.00781,55191,3167.439,149254828.23666,0
34,1641106800000,47122.49,47294.01,47085.82,47171.04,4750.668,1641110399999,224109267.75057,46357,2594.290,122403539.65425,0
35,1641110400000,47171.39,47240.00,46963.66,47211.36,5703.105,1641113999999,268729204.57306,59031,2737.038,128988994.63704,0
36,1641114000000,47211.36,47500.00,47135.00,47263.18,8015.488,1641117599999,379368985.12048,76490,4365.480,206627866.88466,0
37,1641117600000,47263.18,47345.00,47121.53,47175.95,3869.990,1641121199999,182873956.71743,41847,1756.596,83022103.82320,0
38,1641121200000,47175.95,47374.70,47148.16,47231.30,4619.824,1641124799999,218357672.06018,46992,2471.444,116821528.71682,0
39,1641124800000,47231.29,47453.05,47002.47,47279.57,9127.342,1641128399999,430901679.62494,90069,4394.504,207466496.76929,0
40,1641128400000,47279.58,47291.91,47075.00,47133.07,5431.669,1641131999999,256181256.64552,57723,2703.306,127496193.27060,0
41,1641132000000,47133.08,47200.00,47006.66,47110.20,4712.418,1641135599999,222006243.97563,56305,2337.777,110146315.63549,0
42,1641135600000,47110.20,47400.00,47068.50,47329.68,7520.711,1641139199999,355263462.06941,82695,3864.141,182545928.07815,0
43,1641139200000,47329.68,47888.00,47263.50,47780.00,15064.059,1641142799999,716610741.99466,146998,8078.760,384381699.69576,0
44,1641142800000,47780.01,48000.00,47301.00,47402.30,17209.064,1641146399999,819902868.94486,166109,7704.297,367128429.12921,0
45,1641146400000,47401.60,47408.70,46605.68,47046.95,22919.292,1641149999999,1076893387.00753,209708,11517.526,541162810.81439,0
46,1641150000000,47046.96,47220.00,46836.60,46908.29,8671.035,1641153599999,407571942.58101,89475,4487.416,210945828.89943,0
47,1641153600000,46908.66,47051.73,46815.75,47012.47,4540.095,1641157199999,213196253.75005,51480,2329.891,109423939.80750,0
48,1641157200000,47012.47,47185.65,46916.95,47023.47,4366.636,1641160799999,205471224.34639,49865,2149.946,101169089.43333,0
49,1641160800000,47020.94,47400.00,47014.81,47261.73,5800.066,1641164399999,273988851.88247,68785,3013.811,142358460.71587,0
50,1641164400000,47261.81,47469.46,47261.81,47280.00,5067.558,1641167999999,239974115.99532,59046,2401.458,113739788.70358,0
51,1641168000000,47280.01,47288.28,47050.00,47059.43,5586.727,1641171599999,263554829.59713,58337,2495.840,117751698.77575,0
52,1641171600000,47059.44,47137.75,46935.08,47117.42,5019.993,1641175199999,236120099.40508,52359,2727.040,128288353.04031,0
53,1641175200000,47117.42,47117.43,46850.00,47005.39,7658.849,1641178799999,359587947.30588,64787,3613.351,169669638.01967,0
54,1641178800000,47005.38,47100.00,46717.26,46802.86,8026.312,1641182399999,376308715.01248,73734,3633.492,170374664.40994,0
55,1641182400000,46802.86,46944.43,46750.00,46823.58,4363.434,1641185999999,204433556.07364,45669,2250.483,105442954.53253,0
56,1641186000000,46823.57,47217.37,46775.00,47083.37,9147.882,1641189599999,429910541.84017,76211,4806.208,225880421.15408,0
57,1641189600000,47083.37,47105.97,46880.00,46930.85,4343.975,1641193199999,204129679.09767,45098,1988.633,93464818.20907,0
58,1641193200000,46930.85,47077.99,46857.38,47041.11,3477.953,1641196799999,163326382.16861,41125,1687.421,79246484.11882,0
59,1641196800000,47042.77,47133.97,46921.86,46970.01,4450.578,1641200399999,209253760.25491,46951,2102.788,98868375.71680,0
60,1641200400000,46970.01,47100.00,46777.00,46979.01,9170.446,1641203999999,430143256.54724,86883,4553.092,213595156.17780,0
61,1641204000000,46979.02,47249.78,46978.91,47116.89,10762.260,1641207599999,507247470.73940,101899,5457.265,257212407.77451,0
62,1641207600000,47116.15,47436.26,47116.15,47364.11,8852.296,1641211199999,418684031.60061,94204,4819.270,227945105.61400,0
63,1641211200000,47364.11,47575.22,47170.01,47192.64,13865.483,1641214799999,656724176.22762,127114,6133.700,290586623.32020,0
64,1641214800000,47192.63,47356.20,47123.94,47157.33,6724.003,1641218399999,317728411.05456,68028,3543.013,167429386.19289,0
65,1641218400000,47157.33,47290.00,46781.35,46874.66,19751.200,1641221999999,928539548.01374,176474,9300.265,437347475.48201,0
66,1641222000000,46874.66,47020.00,46560.00,46689.99,17371.377,1641225599999,813158172.75523,159850,8336.371,390344544.35056,0
67,1641225600000,46689.99,46790.77,46260.40,46484.00,24388.613,1641229199999,1133442813.68487,230196,11865.330,551508651.45466,0
68,1641229200000,46484.00,46800.00,46402.03,46564.54,12073.409,1641232799999,562725399.11432,120847,6226.789,290256169.58356,0
69,1641232800000,46564.53,46735.00,46400.02,46469.49,6768.947,1641236399999,315099396.83460,70398,3106.955,144643586.72900,0
70,1641236400000,46469.49,46646.16,46345.28,46364.55,6132.820,1641239999999,285237875.05986,64855,3010.735,140045368.69160,0
71,1641240000000,46364.56,46416.00,45665.40,45904.74,28570.775,1641243599999,1313204655.92583,277438,12843.882,590322571.94938,0
72,1641243600000,45904.75,46250.00,45804.65,45974.50,10716.230,1641247199999,493142831.57755,111253,5253.704,241768448.69588,0
73,1641247200000,45973.72,46449.99,45953.38,46214.28,8795.719,1641250799999,406392667.51768,92412,4481.634,207096678.62803,0
74,1641250800000,46214.28,46579.28,46157.38,46445.81,8762.512,1641254399999,406629566.61405,81596,4815.997,223497360.58981,0
75,1641254400000,46445.80,46550.00,46160.00,46251.50,9518.048,1641257999999,441197260.85961,89033,4710.962,218405308.82725,0
76,1641258000000,46251.51,46415.00,46050.00,46065.39,6253.336,1641261599999,288959782.46555,68511,2946.092,136151860.90863,0
77,1641261600000,46065.38,46275.58,45931.61,46111.81,8395.104,1641265199999,387028466.22295,78631,4158.184,191747509.83460,0
78,1641265200000,46111.81,46380.00,46013.13,46313.95,6649.901,1641268799999,307351459.20180,70417,3259.424,150661574.14421,0
79,1641268800000,46313.95,46417.51,46020.50,46107.50,7571.024,1641272399999,349851034.84127,84493,3644.305,168408415.84314,0
80,1641272400000,46107.54,46298.81,46022.10,46151.49,6182.868,1641275999999,285325383.82829,57367,3016.210,139200681.55076,0
81,1641276000000,46151.49,46386.17,46062.80,46359.14,6822.426,1641279599999,315472963.31850,70883,3561.090,164692190.76163,0
82,1641279600000,46359.13,46550.89,46304.80,46521.68,8275.239,1641283199999,384264459.98091,89758,3925.766,182324256.15872,0
83,1641283200000,46521.69,46690.00,46376.82,46475.02,9523.374,1641286799999,443195880.23270,97620,4533.785,211051903.30432,0
84,1641286800000,46476.10,46580.31,46270.54,46355.20,7613.404,1641290399999,353383693.14532,76938,3300.979,153245211.26373,0
85,1641290400000,46354.27,46750.00,46288.01,46599.84,11875.214,1641293999999,552635317.90252,100292,6459.825,300603489.60503,0
86,1641294000000,46599.85,46739.59,46599.84,46709.98,8725.688,1641297599999,407239302.17498,92167,3990.605,186267003.78917,0
87,1641297600000,46709.97,46748.84,46460.17,46628.88,8009.470,1641301199999,372970392.68426,79987,3845.721,179079648.29937,0
88,1641301200000,46628.87,47088.00,46390.84,46933.15,17605.575,1641304799999,823549645.72909,162267,9242.027,432394072.28848,0
89,1641304800000,46933.14,47427.38,46781.93,47303.01,20458.338,1641308399999,964177983.48036,187612,10348.860,487845813.35819,0
90,1641308400000,47303.01,47524.36,46845.00,46925.28,22558.445,1641311999999,1065481989.11599,194388,10308.444,486955663.89825,0
91,1641312000000,46925.28,46934.10,46635.00,46767.94,17747.146,1641315599999,830433568.60163,155681,9171.655,429191590.93080,0
92,1641315600000,46767.95,46986.54,46523.00,46564.00,10212.957,1641319199999,477861313.69622,94998,4685.572,219306793.06985,0
93,1641319200000,46563.99,46719.93,45445.57,45742.69,35836.936,1641322799999,1649452364.77818,317983,16566.271,762629917.74906,0
94,1641322800000,45742.70,46450.89,45570.00,46058.09,29098.615,1641326399999,1342048948.86413,250388,15269.432,704216760.42343,0
95,1641326400000,46058.09,46430.38,45959.47,46267.79,9977.554,1641329999999,461337358.49119,105062,5090.343,235351125.57009,0
96,1641330000000,46266.00,46338.17,46029.50,46230.60,6648.971,1641333599999,307061626.49875,68663,3365.572,155446410.66032,0
97,1641333600000,46230.59,46272.62,45963.89,46155.89,6210.366,1641337199999,286538390.82946,72376,2990.548,137993111.81236,0
98,1641337200000,46158.63,46160.00,45750.00,45833.42,10379.751,1641340799999,476788169.22441,98091,4894.537,224885217.91271,0
99,1641340800000,45833.41,46296.74,45710.23,46260.08,10377.581,1641344399999,477712575.50704,97785,5289.527,243567185.97837,0
100,1641344400000,46260.08,46333.00,46109.51,46112.10,6465.996,1641347999999,298892140.61192,59739,2989.826,138210615.07654,0
101,1641348000000,46112.11,46405.00,46111.29,46291.45,5215.840,1641351599999,241470299.27720,49464,2888.891,133739830.69508,0
102,1641351600000,46291.46,46580.00,46291.44,46409.76,6754.710,1641355199999,313675431.00548,67172,3520.941,163516343.10240,0
103,1641355200000,46412.87,46537.00,46349.76,46419.00,5266.075,1641358799999,244502142.82332,50937,2775.544,128890555.49091,0
104,1641358800000,46419.00,46419.00,46243.10,46302.72,4295.105,1641362399999,198893031.19114,41204,1839.773,85194511.12139,0
105,1641362400000,46302.72,46472.67,46250.59,46454.00,4495.170,1641365999999,208466536.39288,41091,2439.120,113122203.79748,0
106,1641366000000,46453.99,46489.97,46325.00,46399.33,4233.442,1641369599999,196466790.11915,43015,1874.602,87007875.70016,0
107,1641369600000,46399.34,46677.00,46261.75,46626.53,8680.821,1641373199999,403595124.70572,85830,4576.383,212826812.83662,0
108,1641373200000,46624.01,46943.47,46561.75,46850.75,13807.524,1641376799999,645685597.14357,141244,7066.862,330488138.81876,0
109,1641376800000,46850.76,47075.29,46703.00,46809.40,12596.823,1641380399999,590077643.21687,129118,6305.358,295397530.33747,0
110,1641380400000,46809.40,46839.91,46095.40,46271.93,19806.410,1641383999999,919036125.98993,182874,9105.013,422473640.15183,0
111,1641384000000,46271.93,46345.01,45900.00,46228.27,19082.758,1641387599999,880015701.97315,180187,9326.485,430184571.54954,0
112,1641387600000,46228.28,46456.57,46100.00,46429.36,14635.570,1641391199999,677703845.69990,132939,7422.911,343761971.04181,0
113,1641391200000,46429.36,46820.83,46123.64,46682.79,28802.675,1641394799999,1338131135.56742,249779,14585.985,677860337.77659,0
114,1641394800000,46682.79,46811.00,46355.16,46611.46,18778.267,1641398399999,875231550.12769,167371,9160.944,427044034.56406,0
115,1641398400000,46611.47,46670.00,46262.34,46308.23,12251.662,1641401999999,569290776.80863,112033,5771.192,268198459.06297,0
116,1641402000000,46308.24,46464.00,45983.93,46007.99,12594.485,1641405599999,582115167.80555,118342,5775.437,267018297.80916,0
117,1641405600000,46007.98,46326.80,45550.00,45922.29,40427.037,1641409199999,1853222249.79804,364564,20189.805,925673463.29424,0
118,1641409200000,45922.29,46126.73,44128.22,44673.22,62937.664,1641412799999,2844940495.51028,531023,26974.846,1220401028.78390,0
119,1641412800000,44671.93,44835.00,43488.77,43958.56,65234.752,1641416399999,2882015380.61702,560027,30887.479,1365337672.48812,0
120,1641416400000,43958.56,44346.31,43250.00,43604.00,30061.822,1641419999999,1317404137.96658,288689,14847.331,650902204.77078,0
121,1641420000000,43604.01,43785.53,42270.00,43415.84,58049.019,1641423599999,2504515464.86043,554242,26566.128,1147253596.29651,0
122,1641423600000,43415.84,43671.00,43210.00,43421.69,20626.361,1641427199999,896829476.17874,189512,10395.160,452065340.98063,0
123,1641427200000,43421.70,43749.00,43255.00,43656.00,16523.725,1641430799999,718820509.85755,149561,7983.897,347359995.89912,0
124,1641430800000,43655.99,43766.00,43290.47,43525.91,10856.695,1641434399999,472794165.23657,105662,5379.006,234306614.20750,0
125,1641434400000,43525.90,43600.00,43111.00,43248.40,12835.857,1641437999999,556150859.75421,110876,6087.045,263814236.83790,0
126,1641438000000,43248.39,43300.00,42801.00,42817.38,15960.787,1641441599999,686941404.58852,152370,7414.671,319182326.69361,0
127,1641441600000,42821.05,43150.71,42566.73,43007.21,23105.021,1641445199999,990511800.11108,205818,12018.181,515411082.45287,0
128,1641445200000,43007.21,43247.08,42778.71,43038.12,12847.183,1641448799999,553006952.35596,129530,6282.639,270499898.13049,0
129,1641448800000,43038.13,43216.56,42900.00,43091.60,9463.139,1641452399999,407307370.84219,100462,4842.878,208442435.00724,0
130,1641452400000,43094.35,43258.82,42982.81,43222.22,8260.544,1641455999999,356394936.31225,89440,4339.905,187257977.79570,0
131,1641456000000,43222.22,43253.23,42906.62,43050.00,10357.178,1641459599999,446029430.54180,114637,5096.157,219483709.20972,0
132,1641459600000,43050.01,43085.62,42385.83,42591.58,23680.075,1641463199999,1011604935.08846,228478,10993.450,469783031.65635,0
133,1641463200000,42591.57,42947.05,42562.74,42874.38,15070.974,1641466799999,644619161.99452,152296,7857.732,336112923.15652,0
134,1641466800000,42874.39,42944.00,42680.00,42865.15,10169.934,1641470399999,435641636.10814,107271,5105.037,218711497.16063,0
135,1641470400000,42865.14,43055.00,42629.75,43047.40,14109.144,1641473999999,604235148.72964,136607,7187.886,307897935.68171,0
136,1641474000000,43048.75,43188.00,42882.39,43123.15,13449.994,1641477599999,578838200.96720,145405,6492.199,279477211.69305,0
137,1641477600000,43123.14,43228.73,42752.53,42802.24,17893.438,1641481199999,769260013.60380,175929,8679.086,373186690.90405,0
138,1641481200000,42802.78,43014.87,42650.00,42947.79,16507.190,1641484799999,707206299.35155,157902,8717.123,373505130.95477,0
139,1641484800000,42947.78,43095.49,42742.00,42878.24,12659.744,1641488399999,543211084.66461,118769,5978.741,256552427.24621,0
140,1641488400000,42878.25,43160.00,42785.88,42994.68,10121.939,1641491999999,435262662.67567,101278,5323.485,228930426.59024,0
141,1641492000000,42994.00,43430.00,42965.70,43353.88,9777.476,1641495599999,422305808.71293,102373,5524.359,238667265.57380,0
142,1641495600000,43353.89,43488.48,43202.04,43409.03,9662.063,1641499199999,419031204.84123,94745,4661.449,202179476.44079,0
143,1641499200000,43409.03,43564.78,43100.00,43206.67,10734.654,1641502799999,464763834.85209,112225,5041.042,218311654.94243,0
144,1641502800000,43209.99,43233.42,43056.67,43105.10,6063.373,1641506399999,261659995.49980,61975,3007.776,129817242.54055,0
145,1641506400000,43105.11,43218.00,43000.00,43163.57,5067.002,1641509999999,218446923.70193,59889,2851.687,122947656.36383,0
146,1641510000000,43163.57,43222.30,43045.73,43080.01,4332.722,1641513599999,186879917.48436,53574,2040.724,88028149.05004,0
147,1641513600000,43080.01,43135.00,42712.41,42787.99,11015.952,1641517199999,472406653.41917,111870,5063.756,217217475.72984,0
148,1641517200000,42787.99,43026.37,42783.94,42988.26,7152.117,1641520799999,307012221.81772,74965,3716.331,159522584.05278,0
149,1641520800000,42989.13,43017.45,42761.73,42795.77,6078.190,1641524399999,260529397.85501,63520,2660.498,114046685.52495,0
150,1641524400000,42795.77,42821.53,41500.00,41789.97,48253.516,1641527999999,2030547076.96170,414125,21652.978,911003531.52980,0
151,1641528000000,41789.97,41888.00,40900.00,41680.00,46655.815,1641531599999,1932866591.94541,392638,22383.554,927754588.51912,0
152,1641531600000,41679.99,41931.00,41512.47,41835.97,17172.394,1641535199999,716523979.31181,158527,8948.310,373382566.10658,0
153,1641535200000,41835.97,41835.97,41400.00,41520.00,14161.703,1641538799999,588864845.68918,137389,7154.728,297516910.85802,0
154,1641538800000,41520.00,41720.00,41216.26,41691.61,18990.127,1641542399999,787478139.23740,175918,9932.358,411983212.70000,0
155,1641542400000,41699.41,42960.00,41601.96,42089.30,31513.777,1641545999999,1330266100.29512,277182,16413.960,692893569.91323,0
156,1641546000000,42089.30,42633.00,42060.03,42409.00,13818.868,1641549599999,585730001.86193,142049,7378.432,312771028.89194,0
157,1641549600000,42409.00,42529.65,42166.00,42167.90,9276.706,1641553199999,392881844.94712,97472,4632.056,196200639.59490,0
158,1641553200000,42167.89,42345.63,42156.00,42249.99,7178.342,1641556799999,303235604.65938,79965,3999.252,168951860.14264,0
159,1641556800000,42250.00,42493.69,42250.00,42393.02,8189.847,1641560399999,347147122.54181,92829,4567.580,193612910.57057,0
160,1641560400000,42393.02,42791.45,41059.98,41471.53,47310.472,1641563999999,1979017259.49761,439107,22011.071,921332101.72813,0
161,1641564000000,41474.25,42119.78,41379.49,41876.11,24776.730,1641567599999,1034951639.30770,248005,12543.454,524012816.59059,0
162,1641567600000,41876.12,41900.00,40456.56,41297.41,50819.748,1641571199999,2096184014.17497,437453,23564.153,972516086.99078,0
163,1641571200000,41297.14,42345.81,40900.00,42131.75,45492.052,1641574799999,1889180221.76686,395693,24390.109,1013355899.64891,0
164,1641574800000,42127.15,42140.00,41756.70,41978.79,15074.244,1641578399999,631984751.79836,131581,7043.456,295292025.74780,0
165,1641578400000,41978.80,41991.00,41510.64,41695.07,9669.958,1641581999999,403776750.49583,104567,4360.651,182095636.10625,0
166,1641582000000,41695.07,41887.99,41510.00,41764.32,8830.969,1641585599999,368186227.56718,84721,4788.193,199643542.10324,0
167,1641585600000,41763.67,42056.36,41582.07,41910.96,9747.325,1641589199999,407612762.06170,98115,5272.840,220554983.89521,0
168,1641589200000,41914.00,42025.00,41843.00,41862.38,5100.691,1641592799999,213808796.44518,58127,2588.036,108491539.82359,0
169,1641592800000,41862.37,41864.73,41322.00,41522.50,8844.823,1641596399999,368087492.90838,93057,4082.114,169942859.87697,0
170,1641596400000,41522.50,41586.38,41300.00,41553.86,8090.483,1641599999999,335627496.03252,78648,4122.840,171062238.49093,0
171,1641600000000,41553.87,42126.99,41553.86,41992.23,12540.427,1641603599999,524197612.68744,113143,7000.293,292672686.73909,0
172,1641603600000,41985.70,42247.36,41829.33,41880.01,9231.727,1641607199999,388144550.74716,94619,4491.332,188872298.11377,0
173,1641607200000,41881.76,41933.00,41685.00,41870.90,5571.360,1641610799999,232952243.08581,60602,3026.282,126544387.89236,0
174,1641610800000,41870.90,41896.09,41630.02,41796.03,5722.809,1641614399999,239027689.85613,60072,2881.497,120359556.63848,0
175,1641614400000,41796.03,41988.67,41740.28,41880.00,4375.199,1641617999999,183179784.76965,53377,2255.605,94442101.29900,0
176,1641618000000,41880.01,41979.98,41812.01,41954.47,3298.084,1641621599999,138176636.74609,50039,1677.624,70290646.19716,0
177,1641621600000,41953.06,41974.84,41711.35,41901.74,4874.094,1641625199999,203940384.94534,59520,2274.665,95182951.19805,0
178,1641625200000,41901.74,41954.90,41821.19,41902.21,4309.627,1641628799999,180545632.61051,57202,2173.176,91048489.53162,0
179,1641628800000,41902.21,42172.29,41862.70,41948.85,10453.287,1641632399999,439028293.05605,101466,5290.096,222212874.32816,0
180,1641632400000,41948.86,42150.00,41932.86,42138.03,6467.429,1641635999999,271937283.22074,75529,3569.064,150077039.67026,0
181,1641636000000,42140.19,42191.84,41777.00,41907.21,8036.508,1641639599999,337400510.36008,91868,3611.572,151640976.97339,0
182,1641639600000,41905.93,41951.01,41747.64,41918.02,7681.058,1641643199999,321349065.41285,79563,4157.369,173931867.02390,0
183,1641643200000,41918.02,42040.23,41753.00,41851.23,7318.508,1641646799999,306450052.21917,88667,3647.310,152723766.82779,0
184,1641646800000,41851.24,42028.11,41560.00,41884.04,11089.646,1641650399999,464025628.44594,108659,5592.794,234108335.95947,0
185,1641650400000,41884.03,41980.00,41705.40,41737.01,6530.973,1641653999999,273387640.21432,75619,3245.827,135898990.90563,0
186,1641654000000,41738.25,41792.14,41300.00,41600.72,14603.817,1641657599999,607343953.35422,158477,7053.219,293407540.24594,0
187,1641657600000,41600.72,41729.60,41184.79,41342.06,15210.929,1641661199999,630877488.83271,149240,7009.252,290830962.69730,0
188,1641661200000,41342.06,41402.79,40800.00,40846.58,27318.713,1641664799999,1123637822.23412,267865,12938.999,532369552.46802,0
189,1641664800000,40844.88,41328.49,40560.00,40684.09,34629.473,1641668399999,1416411281.86758,334101,16911.678,691893613.87479,0
190,1641668400000,40684.10,41115.91,40500.00,40837.51,23140.697,1641671999999,944554259.60169,236175,11980.533,489136092.95596,0
191,1641672000000,40837.50,41189.32,40722.22,40976.06,11810.106,1641675599999,483463827.93443,128624,6157.619,252125180.35237,0
192,1641675600000,40977.42,42100.00,40926.31,41775.18,24629.943,1641679199999,1024700352.83611,227029,13653.980,568021533.32110,0
193,1641679200000,41775.19,42335.00,41747.41,41912.88,17372.933,1641682799999,730658251.92954,191204,8768.538,368873333.91878,0
194,1641682800000,41912.89,41952.90,41659.72,41688.05,7519.877,1641686399999,314532320.43612,90108,3695.270,154572803.30735,0
195,1641686400000,41688.05,41820.00,41380.00,41774.19,13511.695,1641689999999,561759762.90552,133573,6706.172,278944725.36726,0
196,1641690000000,41772.02,41929.50,41600.01,41800.81,7291.535,1641693599999,304403487.87372,78218,3717.017,155215859.29233,0
197,1641693600000,41800.81,42168.00,41767.00,42090.34,9139.648,1641697199999,383741512.79496,93617,4740.507,199039710.24864,0
198,1641697200000,42090.35,42093.63,41783.09,41835.60,6643.474,1641700799999,278525373.85717,75042,3213.387,134731524.88004,0
199,1641700800000,41835.60,42092.95,41800.00,42065.29,5266.697,1641704399999,220987946.87207,61095,2555.974,107240395.10816,0
200,1641704400000,42067.17,42078.00,41702.82,41762.99,6680.998,1641707999999,279604639.52026,73835,3229.703,135147856.95436,0
201,1641708000000,41762.99,41940.00,41666.00,41866.00,6302.003,1641711599999,263504844.94083,66242,2959.497,123740069.33000,0
202,1641711600000,41866.01,41898.00,41759.35,41784.63,3801.279,1641715199999,158988792.13924,43364,2046.305,85583690.76887,0
203,1641715200000,41784.62,41938.99,41604.10,41657.45,7783.178,1641718799999,324871241.75897,82927,3934.645,164261914.37725,0
204,1641718800000,41657.44,41759.00,41447.17,41503.75,8765.494,1641722399999,364514635.84112,92573,4095.855,170350971.42849,0
205,1641722400000,41503.76,41732.51,41400.00,41636.97,8336.186,1641725999999,346384725.01235,88740,4284.323,178041749.23141,0
206,1641726000000,41636.98,42000.00,41635.00,41854.25,10074.896,1641729599999,421486261.04698,100798,5640.373,235982639.30217,0
207,1641729600000,41854.26,41918.00,41666.97,41737.43,6370.485,1641733199999,266065457.30932,73007,2966.828,123931761.63221,0
208,1641733200000,41737.43,41894.10,41456.97,41467.75,10717.377,1641736799999,446349228.07233,110739,4882.620,203406365.08011,0
209,1641736800000,41467.55,41732.00,41460.22,41530.99,7149.387,1641740399999,297411328.45595,76671,3750.150,156014961.20829,0
210,1641740400000,41530.98,41675.00,41170.00,41611.09,16499.325,1641743999999,684141872.81718,153621,8354.690,346525539.13944,0
211,1641744000000,41611.09,42132.48,41550.00,42127.99,13208.038,1641747599999,552788990.11825,138831,7659.276,320608131.52700,0
212,1641747600000,42127.99,42200.00,41858.08,42084.96,13380.653,1641751199999,562528767.50877,143039,6502.009,273395978.26992,0
213,1641751200000,42084.68,42288.00,41882.76,41954.99,9614.202,1641754799999,404682102.32081,102436,4784.169,201455689.40158,0
214,1641754800000,41955.00,42735.00,41914.81,42678.95,18041.902,1641758399999,765566271.11371,183838,10380.241,440471587.18934,0
215,1641758400000,42678.96,42773.85,42344.79,42414.64,9534.155,1641761999999,405603857.17159,106949,4185.787,178080140.19865,0
216,1641762000000,42414.63,42532.50,42267.00,42290.28,4907.149,1641765599999,208002977.71854,61633,2463.815,104457220.45755,0
217,1641765600000,42290.28,42479.53,42062.93,42193.23,6687.983,1641769199999,282841979.24798,79338,3212.202,135900092.94291,0
218,1641769200000,42193.24,42274.67,41755.00,41851.22,13427.213,1641772799999,563003231.07126,128921,6399.377,268333733.66141,0
219,1641772800000,41851.22,42025.00,41600.29,41644.58,12589.344,1641776399999,526327577.01965,120927,6181.951,258582802.56808,0
220,1641776400000,41644.58,41833.00,41572.00,41790.01,6626.966,1641779999999,276370555.25290,71038,3535.431,147468016.56495,0
